💡YT Live1018,#genre#
埋堆堆11[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs
埋堆堆16[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs
埋堆堆21[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
埋堆堆23[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
埋堆堆24[848x476],http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆25[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
埋堆堆26[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
埋堆堆27[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
埋堆堆29[1280x720],http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
埋堆堆30[848x476],http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
埋堆堆31[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
埋堆堆32[1280x720],http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
埋堆堆41[1280x720],http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
埋堆堆42[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.xs
埋堆堆44[1078x614],http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
埋堆堆47[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.xs
埋堆堆49[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs
埋堆堆52[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs
埋堆堆54[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs
埋堆堆56[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs
埋堆堆57[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.xs
埋堆堆58[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.xs
埋堆堆61[1280x720],http://txtest-xp2p.p2p.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.xs
埋堆堆65[1280x720],http://txtest-xp2p.p2p.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.xs
埋堆堆66[859x476],http://txtest-xp2p.p2p.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.xs
欧美大片[1920x1080],https://magselect-stirr.amagi.tv/playlist1080p.m3u8
1905电影[718x414],http://txtest-xp2p.p2p.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.xs
海绵宝宝[720x540],http://txtest-xp2p.p2p.huya.com/src/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
中华小当家[640x432],http://txtest-xp2p.p2p.huya.com/src/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs
曾江[1280x720],http://txtest-xp2p.p2p.huya.com/src/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.xs
动画相声[1280x720],http://txtest-xp2p.p2p.huya.com/src/1671404305-1671404305-7178626828368609280-3342932066-10057-A-0-1.xs
相声动画[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
GDG相声[1920x1080],http://txtest-xp2p.p2p.huya.com/src//64310431-64310431-276211197936664576-128744318-10057-A-0-1.xs
搞笑喜剧[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394575546-1394575546-5989656361871343616-2789274548-10057-A-0-1.xs
搞笑喜剧[1916x1076],http://txtest-xp2p.p2p.huya.com/src/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1.xs
刘小光[1104x622],http://txtest-xp2p.p2p.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1.xs
宋小宝[1104x622],http://txtest-xp2p.p2p.huya.com/src/1449584077-1449584077-6225916203517345792-2847687612-10057-A-0-1.xs
许氏三杰[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.xs
80后脱口秀[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.xs
武林外传[720x444],http://txtest-xp2p.p2p.huya.com/src/1099531752788-1099531752788-86436268371607552-2199063629032-10057-A-0-1.xs
民兵葛二蛋[852x480],http://txtest-xp2p.p2p.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
龙珠Z[1280x720],http://txtest-xp2p.p2p.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.xs
春晚小品[640x480],http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
炊事班的故事[352x288],http://txtest-xp2p.p2p.huya.com/src/1524418108-1524418108-6547325919290195968-3048959672-10057-A-0-1.xs
庆余年[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
神探狄仁杰[1280x720],http://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
好先生[1920x1083],http://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
孙红雷[1280x720],http://txtest-xp2p.p2p.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.xs
龙门镖局[960x540],http://txtest-xp2p.p2p.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.xs
电视剧[720x400],http://txtest-xp2p.p2p.huya.com/src/1524439854-1524439854-6547419317649014784-3049003164-10057-A-0-1-imgplus.xs
电视剧[960x540],http://txtest-xp2p.p2p.huya.com/src/1394575538-1394575538-5989656327511605248-2789274532-10057-A-0-1.xs
活佛济公[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394565208-1394565208-5989611960499437568-2789253872-10057-A-0-1.xs
医馆笑传[1280x720],http://txtest-xp2p.p2p.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.xs
秦[1920x1080],http://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
天龙八部[720x448],http://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
芈月传[1274x678],http://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
鬼吹灯[848x480],http://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
康熙微服私访[704x528],http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.xs
康熙王朝[720x528],http://txtest-xp2p.p2p.huya.com/src/1448737923-1448737923-6222281999759966208-2847699110-10057-A-0-1.xs
倚天屠龙记[704x576],http://txtest-xp2p.p2p.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.xs
陈佩斯[640x480],http://txtest-xp2p.p2p.huya.com/src/1524418065-1524418065-6547325734606602240-3048959586-10057-A-0-1.xs
茶啊二中[960x540],http://txtest-xp2p.p2p.huya.com/src/28596569-28596569-122821328632807424-2633424538-10057-A-0-1.xs
街访Show[1920x1080],http://txtest-xp2p.p2p.huya.com/src/60637426-60637426-260435761583620096-2125253048-10057-A-0-1.xs
数码评测[640x360],http://txtest-xp2p.p2p.huya.com/src/1099531752622-1099531752622-86435555407036416-2199063628700-10057-A-0-1.xs
唐唐[596x1080],http://txtest-xp2p.p2p.huya.com/src/22303913-22303913-95794576907829248-4413173724-10057-A-0-1.xs
秀才遇到兵-演喜剧的陈豪‘埋堆’[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs


⭐️地方电影,#genre#
福州映院[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
隆化映院[1047x576],http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
绍兴文化映院[1280x720],http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江教科映院[1920x1080],http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
星光映院HD[1280x720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
福州映院[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州映院[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州映院FHD[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
西安映院[1280x720],http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安映院[1280x720],http://stream2.xiancity.cn/xatv4/sd/live.m3u8
海西映院[720x576],http://stream.haixitv.cn/1/sd/live.m3u8
南京映视[1280x720],http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
兴隆映视[720x576],https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
福州映视[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
平泉映视[1280x720],https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
江苏映视[1047x576],http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
四川映视[1920x1080],http://182.151.211.171:808/hls/53/index.m3u8
兴隆映视[720x576],https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
西安映视[1280x720],http://stream2.xiancity.cn/xatv4/playlist.m3u8
南宁映视[1280x720],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
海西映视[720x576],http://stream.haixitv.cn/1/sd/live.m3u8
江苏映视[1047x576],http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
东方映视[1920x1080],http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
福州映视[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
平泉映视[1280x720],https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
隆化映视[1047x576],http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
兴隆映视[720x576],https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
绍兴映视[1280x720],http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江映视[1920x1080],https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
南宁映视[1280x720],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
上海映视[1280x720],http://111.40.196.28/wh7f454c46tw1127318098_1235980081/PLTV/88888888/224/3221225615/index.m3u8?
海西映视[720x576],http://stream.haixitv.cn/1/sd/live.m3u8
隆化映视[1047x576],http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
溧水映视[1280x720],http://live.lsrmw.cn/ysyl/sd/live.m3u8
吉林映视[640x368],http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
江苏徐州映视[1920x1080],http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
广西映视[1920x1080],http://111.59.189.40:8445/tsfile/live/1024_1.m3u8
福州映视[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
滨海映视[1920x1080],http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
西安文化映视[1280x720],http://stream2.xiancity.cn/xatv4/sd/live.m3u8
烟台映视[1280x720],http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
山西映视[1280x720],http://liveflash.sxrtv.com/live/sxfilm.m3u8
江苏映视[1047x576],http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
菏泽映视[1280x720],http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
嘉兴文化映视[640x360],http://pluslive.jiaxingren.com/whys/sd/live.m3u8
映视频道[1920x1080],http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
定州国学映视[480x360],https://jwcdnqx.hebyun.com.cn/live/yspd/1500k/tzwj_video.m3u8
江苏映视频[1047x576],http://183.207.248.15/PLTV/4/224/3221225937/index.m3u8
定州国学映视[480x360],https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
东方映视[1280x720],http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8?$移动高清720P
山西映视[1280x720],http://liveflash.sxrtv.com:80/live/sxfilm.m3u8?$全网高清720P
徐州映视[1920x1080],http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
河北映视[960x540],https://jwplay.hebyun.com.cn:443/live/hbystv/1500k/tzwj_video.m3u8
山西映视[1280x720],http://liveflash.sxrtv.com:80/live/sxfilm.m3u8
东至映视频道[768x576],http://223.247.33.124:1935/live/yingshi/playlist.m3u8
万州映视文艺[1024x576],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州映视文艺[1024x576],http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
福州映视[1920x1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
陕西映视[768x576],http://111.20.33.93/PLTV/88888893/224/3221226360/index.m3u8


💡分类影集,#genre#
票房电影[896x368],http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
惊悚午夜[896x376],http://lvbaiducdncmn.inter.iqiyi.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
抗战剧场[896x504],http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
军事观察[1280x720],http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8
五星影院[896x376],http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8
怀旧剧场[896x504],http://111.48.50.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_109_600_t10/c51_lb_109_600_t10.m3u8
谍战剧场[896x504],http://111.48.50.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_216_600_t10/c57_lb_216_600_t10.m3u8
健康[848x478],http://bp-caster.bestv.com.cn:80/402/1/video.m3u8
读诗[1920x1080],http://bp-caster.bestv.com.cn:80/418/3/video.m3u8
戏曲[1920x1080],http://bp-caster.bestv.com.cn:80/429/3/video.m3u8
美食[1280x720],http://bp-caster.bestv.com.cn:80/432/2/video.m3u8
春晚[1920x1080],http://bp-caster.bestv.com.cn:80/435/3/video.m3u8
跨年[1920x1080],http://bp-caster.bestv.com.cn:80/436/3/video.m3u8
jj斗地主[848x478],http://bp-caster.bestv.com.cn:80/359/1/video.m3u8
唐人街探案3[1280x536],https://cdn.zoubuting.com/20210625/YAsZuFuS/1200kb/hls/index.m3u8
非遗美食[1280x720],http://hls-ott-zhibo.wasu.tv/live/181/index.m3u8
英雄联盟[1920x1080],http://hls-ott-
💡哔哩电影,#genre#
zhibo.wasu.tv/live/461/index.m3u8
秀才遇到兵-演喜剧的陈豪‘埋堆’[859x476],http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs
【RM-轮播】轮播！模式-24H欢乐不断[1920x1080],http://epg.112114.xyz/douyu/7298973
【Hunter】动漫热血老贼冒险[1280x720],http://epg.112114.xyz/douyu/6610883
【牛叔】N分钟带你看完大片[1280x720],http://epg.112114.xyz/douyu/2758565
【RM-点播】点播！模式-24H欢乐不断[1920x1080],http://epg.112114.xyz/douyu/131977
【动漫】记录你的王者峡谷生活~[1920x1080],http://epg.112114.xyz/douyu/9360149
【童年往事】仨房间画面同步显示点播[1280x720],http://epg.112114.xyz/douyu/7256376
草帽丶海贼团的直播间[1280x720],http://epg.112114.xyz/douyu/997925
开心锤锤_开心快乐每一天！[1280x720],http://epg.112114.xyz/douyu/9018297
海绵与大星直播间[1280x720],http://epg.112114.xyz/douyu/2250349
江户川柯南_是一个蒸蛋。[1280x720],http://epg.112114.xyz/douyu/5377297
【三笠】根本不存在解不开的迷！[1280x720],http://epg.112114.xyz/douyu/7050342
【天使点播】动漫直播间[1280x720],http://epg.112114.xyz/douyu/1487654
舔狗波比的幸福生活[1280x720],http://epg.112114.xyz/douyu/7620081
最好看的搞笑篮球动漫[1920x1080],http://epg.112114.xyz/douyu/9401305
【小叮当】童年经典动画片[1920x1080],http://epg.112114.xyz/douyu/9445279
浦饭幽游藏马飞桑原[576x1024],http://epg.112114.xyz/douyu/9938431
星矢-燃烧吧我的小宇宙[960x720],http://epg.112114.xyz/douyu/8458270
万年如一柯播南_各位给点电费吧[1280x720],http://epg.112114.xyz/douyu/1783144
【动漫】超燃怀旧经典[1280x720],http://epg.112114.xyz/douyu/1174353
【神剧】经典神剧[1280x720],http://epg.112114.xyz/douyu/3700024
【猫和老鼠】汤姆和杰瑞童年回忆[788x480],http://epg.112114.xyz/douyu/7888428
宝可梦加油。感谢大家。[1280x720],http://epg.112114.xyz/douyu/9765742
?卡面来打?[1280x720],http://epg.112114.xyz/douyu/1218414
?动漫?热血木叶忍者草帽路飞青春[1920x1080],http://epg.112114.xyz/douyu/206858
最新奇幻电解说-宇宙无敌韩三金[1280x720],http://epg.112114.xyz/douyu/3194372
铁头与橘子（每周更新一起看霸总）[368x640],http://epg.112114.xyz/douyu/9450942
动漫推荐官方直播间[1280x720],http://epg.112114.xyz/douyu/5187099
美味！蟹黄堡[800x450],http://epg.112114.xyz/douyu/8762358
中二日记搞笑日常更新[1920x1080],http://epg.112114.xyz/douyu/9505575
【科幻Fans】精彩科幻映视_解说连连看[1920x1080],http://epg.112114.xyz/douyu/3508304
动漫二次元#补番推荐#[1280x720],http://epg.112114.xyz/douyu/9429545
鲁过一世的直播间[1920x1080],http://epg.112114.xyz/douyu/9716515
【经典动漫】9455567[1920x1080],http://epg.112114.xyz/douyu/9455567



💡斗鱼电影,#genre#
🔞周淑怡[2560x1440],http://epg.112114.xyz/douyu/290935
🔞开心锤锤[1280x720],http://epg.112114.xyz/douyu/9018297
🔞斗鱼进击的神乐[1920x1080],http://epg.112114.xyz/douyu/122402
🔞斗鱼进击的神乐[1920x1080],http://epg.112114.xyz/douyu/85894
🔞斗鱼贝爷MAX厅[1920x1080],http://epg.112114.xyz/douyu/4332
🔞斗鱼漫威影片[1920x1080],http://epg.112114.xyz/douyu/6140589
🔞斗鱼米娅陪看[1920x1080],http://epg.112114.xyz/douyu/6537888
🔞斗鱼-菜园小饼[1920x1080],http://epg.112114.xyz/douyu/7701735
🔞斗鱼-港剧直播[1280x720],http://epg.112114.xyz/douyu/4549169
🔞斗鱼S1134[1920x1080],http://epg.112114.xyz/douyu/248753
🔞吃米滴虫[1280x720],http://epg.112114.xyz/douyu/315457
🔞斗鱼-??小饼??[1920x1080],http://epg.112114.xyz/douyu/1735337
🔞斗鱼-??小U??[1280x720],http://epg.112114.xyz/douyu/96577
🔞斗鱼-??冰冰??[1920x1080],http://epg.112114.xyz/douyu/74374
🔞斗鱼-小鸽陪看[1280x720],http://epg.112114.xyz/douyu/3928
🔞斗鱼-梁十一[1280x720],http://epg.112114.xyz/douyu/7270927
🔞斗鱼-译制国语[1920x1080],http://epg.112114.xyz/douyu/2436390
🔞斗鱼-339影院[1920x1080],http://epg.112114.xyz/douyu/1274132
🔞斗鱼-千部经典[1280x720],http://epg.112114.xyz/douyu/7882691
🔞斗鱼-经典巨制[1280x720],http://epg.112114.xyz/douyu/2793084
🔞斗鱼-贝爷影厅[1920x1080],http://epg.112114.xyz/douyu/252802
🔞斗鱼-麓山迷踪[1280x720],http://epg.112114.xyz/douyu/4505431
🔞斗鱼-Firend黎伽嘛[1280x720],http://epg.112114.xyz/douyu/8603174
🔞斗鱼-小小亭长[1280x720],http://epg.112114.xyz/douyu/5802446
🔞斗鱼-刘德华[1920x1080],http://epg.112114.xyz/douyu/2516864
🔞斗鱼-??奶瓶??[1280x720],http://epg.112114.xyz/douyu/6655271
🔞斗鱼-林正英[1920x1080],http://epg.112114.xyz/douyu/218859
🔞喜剧经典[1920x1080],http://epg.112114.xyz/douyu/9650887
🔞豆瓣高分[1920x1080],http://epg.112114.xyz/douyu/8770422
🔞霍格影片[1920x1080],http://epg.112114.xyz/douyu/8814650
🔞可乐电影[1920x1080],http://epg.112114.xyz/douyu/20415
🔞奶虫恐怖电影[1920x1080],http://epg.112114.xyz/douyu/263824
🔞小宇60帧[1920x1080],http://epg.112114.xyz/douyu/323876
🔞华语动作电影[1920x1080],http://epg.112114.xyz/douyu/1504768
🔞恐怖电影[1280x720],http://epg.112114.xyz/douyu/310926
🔞斗鱼漫威电影[1280x720],http://epg.112114.xyz/douyu/4282654
🔞斗鱼恐怖经典[1920x1080],http://epg.112114.xyz/douyu/1165374
🔞斗鱼电影1[1920x1080],http://diyp.112114.xyz/douyu/85894
🔞斗鱼电影2[1920x1080],http://diyp.112114.xyz/douyu/122402
🔞斗鱼电影3[1920x1080],http://diyp.112114.xyz/douyu/20415
🔞斗鱼电影4[1920x1080],http://diyp.112114.xyz/douyu/6140589
🔞斗鱼电影5[1920x1080],http://diyp.112114.xyz/douyu/8770422
🔞斗鱼电影7[1920x1080],http://diyp.112114.xyz/douyu/1504768
🔞斗鱼电影9[1920x1080],http://diyp.112114.xyz/douyu/36337
🔞斗鱼电影10[1920x1080],http://diyp.112114.xyz/douyu/9292492
🔞斗鱼电影11[1920x1080],http://diyp.112114.xyz/douyu/8945323
🔞斗鱼电影12[1920x1080],http://diyp.112114.xyz/douyu/252802
🔞斗鱼电影15[1920x1080],http://diyp.112114.xyz/douyu/2516864
🔞斗鱼电影16[1920x1080],http://diyp.112114.xyz/douyu/4332
🔞斗鱼电影17[1920x1080],http://diyp.112114.xyz/douyu/9650887
🔞斗鱼电影19[1920x1080],http://diyp.112114.xyz/douyu/8814650
🔞斗鱼电影21[1280x720],http://diyp.112114.xyz/douyu/2793084
🔞斗鱼电影22[1920x1080],http://diyp.112114.xyz/douyu/74374
🔞斗鱼电影24[1280x720],http://diyp.112114.xyz/douyu/6027991
🔞斗鱼电影25[1280x720],http://diyp.112114.xyz/douyu/7494871
🔞斗鱼电影26[1280x720],http://diyp.112114.xyz/douyu/7305938
🔞斗鱼电影28[1280x720],http://diyp.112114.xyz/douyu/8603174
🔞斗鱼电影29[1280x720],http://diyp.112114.xyz/douyu/96577
🔞港片鬼片500部[1280x720],http://mmitv.top/pltv/yy.php?id=1353059120
🔞英叔全集电影[1280x720],http://mmitv.top/pltv/yy.php?id=1353685311
🔞周星驰经典搞笑堵片[1280x720],http://mmitv.top/pltv/yy.php?id=1353881242
🔞武侠经典电影 永恒不变[1280x720],http://mmitv.top/pltv/yy.php?id=1353587611
🔞香港搞笑鬼片[800x600],http://mmitv.top/pltv/yy.php?id=1352227227
🔞林正英搞笑僵尸[1280x720],http://mmitv.top/pltv/yy.php?id=1351505899
🔞动画片莽荒纪[1280x720],http://mmitv.top/pltv/yy.php?id=1354930977
🔞欧美科幻[1280x720],http://mmitv.top/pltv/yy.php?id=37988782
🔞成龙经典[1280x720],http://mmitv.top/pltv/yy.php?id=34460526
🔞林正英[720x460],http://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
🔞沈腾[1920x760],http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
🔞成龙[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
🔞周润发[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
🔞刘家辉[1280x720],http://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs


💡轮播频道,#genre#
王晶的玄幻武侠剧[1104x622],http://txtest-xp2p.p2p.huya.com/src/1420294575-1420294575-6100118750311219200-3048991588-10057-A-0-1.xs
虎牙2[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
喜剧电影[1280x720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
呆萌小岳岳+一代枭雄为报父仇励精图治[1280x720],http://txtest-xp2p.p2p.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.xs
嫣然+以一敌百_不得不服！[1280x720],http://txtest-xp2p.p2p.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.xs
千与千寻的思考+收到！特种部队出发[1280x720],http://txtest-xp2p.p2p.huya.com/src/1099531752783-1099531752783-86436246896771072-2199063629022-10057-A-0-1.xs
一代强秦崛起之路[1024x576],http://txtest-xp2p.p2p.huya.com/src/1524439835-1524439835-6547419236044636160-3049003126-10057-A-0-1.xs
午夜影院[1280x720],https://pull.kktv8.com/livekktv/99592190.flv
47.华语动作电影[1920x1080],http://epg.112114.xyz/douyu/1504768
5.神乐影片2[1920x1080],http://epg.112114.xyz/douyu/85894
29.奶虫恐怖电影[1920x1080],http://epg.112114.xyz/douyu/263824
8.特辑影院[1920x1080],http://epg.112114.xyz/douyu/3637778
15.喜剧经典[1920x1080],http://epg.112114.xyz/douyu/9650887
27.可乐电影[1920x1080],http://epg.112114.xyz/douyu/20415
4.神乐影片1[1920x1080],http://epg.112114.xyz/douyu/122402
星光映视[1280x720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
豆瓣电影[1920x1080],http://epg.112114.xyz/douyu/8770422
许三多军营成长史[624x336],http://txtest-xp2p.p2p.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.xs
粉娘+神医必备+红烧狮子头[1104x622],http://txtest-xp2p.p2p.huya.com/src/1524418104-1524418104-6547325902110326784-3048959664-10057-A-0-1.xs
阿汤哥+007[1024x576],http://txtest-xp2p.p2p.huya.com/src/1099531752778-1099531752778-86436225421934592-2199063629012-10057-A-0-1.xs
2.吃米滴虫[1280x720],http://epg.112114.xyz/douyu/315457
45.小宇60帧[1920x1080],http://epg.112114.xyz/douyu/323876
1.华语经典[1280x720],http://epg.112114.xyz/douyu/434971
精品电影[1920x1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
26.霍格影片[1920x1080],http://epg.112114.xyz/douyu/8814650
