
台湾198源,#genre#
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#https://epg.pm/stream/b25d1fa77951f24d82b6f83f0a6eb8e9a9d4f22fc734ff47c86e3ac7a9d3e65a.m3u8#https://epg.pm/stream/472a4d7fa23f959fa1dcb24e36ec10d6ae18d6cb906e6d655991d3932f7e34d0.m3u8
TVBSG,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
中视,http://198.16.64.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB8B7313326473133264&ct=19226&tsum=ae7506028e559f3a6e2a3519b2f6a91e
动物星球,http://198.16.64.10:8278/animalplanet_twn/playlist.m3u8?tid=ME1E7303496773034967&ct=19225&tsum=07b0edc521a4edcb7a00d7e943b8aa72
大爱,http://198.16.64.10:8278/daai_twn/playlist.m3u8?tid=MF5F4357730143577301&ct=19225&tsum=10c092424b1c12259444b68ad663c9eb
靖天卡通台,http://198.16.64.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
龙华戏剧,http://198.16.64.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=MBAB4709384347093843&ct=19226&tsum=a2a7258f8565588e10b8da2f26ba8039#http://218.32.47.179:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8#http://218.32.47.179:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
TVBS Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
大弯区卫视,http://38.64.72.148:80/hls/modn/list/4011/chunklist0.m3u8
CINEMAX,http://198.16.64.10:8278/cinemax_twn/playlist.m3u8?tid=MFEF8256939882569398&ct=19225&tsum=b6faed73a920c75f873a0c8f511eeba2
CNN,http://198.16.64.10:8278/cnn_twn/playlist.m3u8?tid=ME9E1590756115907561&ct=19225&tsum=adf5db9504938a69e07bad07c9d6f7d6#https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist_1280x720_3000k.m3u8#https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist_1280x720_3000k.m3u8
ELEVEN 1,http://198.16.64.10:8278/bs181_japan/playlist.m3u8?tid=MEBE3981057839810578&ct=19225&tsum=d6fa49cd7b45b3bea924647730100283
HBO,http://198.16.64.10:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce

台-新闻,#genre#
寰宇新闻台湾台,https://git.io/JgkpO#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hyxw.m3u8#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hyxw.m3u8
民视新闻 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ftvnews.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ftvnews.m3u8
台视新闻 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8#https://git.io/JgkxY#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ttvnews.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8#https://git.io/JgkxY#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ttvnews.m3u8
中视新闻 HD,https://git.io/Jgkxz#https://git.io/Jgkxz
华视新闻资讯 HD,http://218.32.47.179:8538/http/192.168.1.9:8081/hls/61/803/ch03.m3u8#http://218.32.47.179:8538/http/192.168.1.9:8081/hls/61/803/ch03.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
中天新闻 HD,http://123.51.230.124:8535/.m3u8#http://123.51.230.124:8535/.m3u8
三立iNEWS,https://git.io/Jgkxj#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8#https://git.io/Jgkxj#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8
东森电视 HD,https://git.io/Jgkpc#https://git.io/Jgkpc

原住民族电视台,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8#http://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8?cuac=guest&cref=http%3A%2F%2Ftitv.ipcf.org.tw%2F#http://streamipcf.akamaized.net/live/_definst_/smil:liveabr.smil/playlist.m3u8#http://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8?cuac=guest&cref=http%3A%2F%2Ftitv.ipcf.org.tw%2F#http://streamipcf.akamaized.net/live/_definst_/smil:liveabr.smil/playlist.m3u8
人间卫视,http://218.32.47.179:8506/http/192.168.1.9:8081/hls/69/811/ch36.m3u8http://120.84.96.195:808/hls/32/index.m3u8
Bloomberg News,http://218.32.47.179:8551/http/192.168.1.9:8078/hls/43/80/bloomber.m3u8
CNN,https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist_1280x720_3000k.m3u8
France24,http://58.99.33.16:1935/liveedge17/live_156_3.stream/chunklist.m3u8
VOA美国之音,http://voa-11.akacast.akamaistream.net/7/317/322023/v1/ibb.akacast.akamaistream.net/voa-11.mp3#http://stream.radiojar.com/7thwu53r92quv
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4#http://218.32.47.179:18505/http/192.168.1.9:8081/hls/73/815/ch50.m3u8#http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4#http://218.32.47.179:18505/http/192.168.1.9:8081/hls/73/815/ch50.m3u8
民视 HD,http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce#http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8#http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
台视 HD,http://123.51.229.65:18543/http/192.168.1.9:8081/hls/72/814/ch46.m3u8#http://123.51.229.65:18543/http/192.168.1.9:8081/hls/72/814/ch46.m3u8
华视 HD,http://218.32.47.179:18503/http/192.168.1.9:8081/hls/72/814/ch48.m3u8#http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=MD3D4860867448608674&ct=19193&tsum=773d4005ddbc68ed16154cc49ba1fc76#http://218.32.47.179:18503/http/192.168.1.9:8081/hls/72/814/ch48.m3u8#http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=MD3D4860867448608674&ct=19193&tsum=773d4005ddbc68ed16154cc49ba1fc76
中天亚洲,http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e#http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
八大戏剧 HD,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m6e4372d7fc8217605152&ct=17874&tsum=d9af89e299560350336e22c1418e6b54
八大综合,http://50.7.220.74:8278/badazhonghe/playlist.m3u8?tid=MC5C5422299054222990&ct=19193&tsum=8189d5b21bdeabdffa3d2b2cbeaae0ae
东森戏剧 HD,http://60.251.33.252:18538/.m3u8#http://60.251.33.252:18538/.m3u8
纬来育乐 HD,http://123.51.229.65:18541/.m3u8#http://123.51.229.65:18541/.m3u8
纬来戏剧 HD,http://218.32.47.179:18533/http/192.168.1.9:8081/hls/69/811/ch33.m3u8#http://218.32.47.179:18533/http/192.168.1.9:8081/hls/69/811/ch33.m3u8
纬来综合 HD,http://218.32.47.179:18518/http/192.168.1.9:8081/hls/68/810/ch32.m3u8
MOMO综合,http://218.32.47.179:8579/http/60.249.81.21:8088/hls/76/818/momo_max.m3u8#http://218.32.47.179:8579/http/60.249.81.21:8088/hls/76/818/momo_max.m3u8
AXN,http://50.7.220.74:8278/axn_twn/playlist.m3u8?tid=m1776995e9b3e16458394&ct=17874&tsum=b8a111d0b13c7761ce8b4e8f047adddb#http://50.7.220.74:8278/axn_twn/playlist.m3u8?tid=m1776995e9b3e16458394&ct=17874&tsum=b8a111d0b13c7761ce8b4e8f047adddb
龙华戏剧,http://218.32.47.179:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8#http://218.32.47.179:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
龙华日韩,http://61.219.170.95:18508/http/192.168.1.9:8088/hls/15/80/foxsports2.m3u8#http://61.219.170.95:18508/.m3u8#http://218.32.47.179:8535/http/192.168.1.9:8088/hls/15/80/foxsports2.m3u8#http://61.219.170.95:18508/.m3u8#http://218.32.47.179:8535/http/192.168.1.9:8088/hls/15/80/foxsports2.m3u8
龙华偶像,http://218.32.47.179:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8#http://61.219.170.95:18573/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8#http://61.219.170.95:18573/.m3u8#http://59.125.122.90:18573/http/192.168.1.9:8066/hls/210/10010/ch00.m3u8#http://61.219.170.95:18573/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8#http://61.219.170.95:18573/.m3u8#http://59.125.122.90:18573/http/192.168.1.9:8066/hls/210/10010/ch00.m3u8
时尚频道,http://50.7.220.74:8278/fashiontv_twn/playlist.m3u8?tid=ma97f669e7343&ct=18335&tsum=732ba26aa334bf6c1fad8812deda83d1#http://50.7.220.74:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc#http://50.7.220.74:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc
The K-POP,https://git.io/JgYAE#https://git.io/JgYAE
幸福空间居家台,https://git.io/JgYYF
中台湾生活网,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8#http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8#http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
云林新闻网,http://58.99.33.16:1935/liveedge17/live_854_3.stream/chunklist.m3u8
南投新闻网,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
大爱电视,http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8#http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8#http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱电视,http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u#http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
台湾蕃薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
ELEVEN体育2台,http://61.221.81.93:8078/hls/26/80/esport2.m3u8#https://epg.pm/stream/480fbbc2ba61ff75864f5aca4b9918c7ddba6fb3306ad56eb2a6482f92fc3301.m3u8#http://61.221.81.93:8078/hls/26/80/esport2.m3u8#https://epg.pm/stream/480fbbc2ba61ff75864f5aca4b9918c7ddba6fb3306ad56eb2a6482f92fc3301.m3u8


海外卫视,#genre#
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
TVBS国际+,https://git.io/JgYl2
TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
华语电视1,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4001/chunklist1.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
新唐人大?台,http://cnhls.ntdtv.com/cn/live800/playlist.m3u8
电影,##http://mmitv.top/pltv/yy.php?id=26623173#http://mmitv.top/pltv/yy.php?id=26623173
东森洋片,http://50.7.220.74:8278/ettvwestern/playlist.m3u8?tid=MA6A9686180296861802&ct=19193&tsum=79b2173b4455c70b50330eed478049a4
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
HBO HD,http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138#http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
HBO 2台,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
HBO HITS,http://50.7.220.74:8278/hbohead_twn/playlist.m3u8?tid=MCDC6663932966639329&ct=19193&tsum=6999a99699b097f3af2ef550e5c81f93
漫威宇宙电影,http://txtest-xp2p.p2p.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.xs
漫威电影,http://epg.112114.xyz/douyu/4282654
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8#http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8#http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8
一起来看电影吧,http://mmitv.top/pltv/yy.php?id=1354210357
中国功夫,http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
天龙八部,http://mmitv.top/pltv/yy.php?id=1351814644
天龙倚天笑傲,http://mmitv.top/pltv/yy.php?id=1351814644
王晶导演,http://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
古装武侠,http://txtest-xp2p.p2p.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.xs
古墓系列,http://txtest-xp2p.p2p.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.xs
玄幻系列,http://txtest-xp2p.p2p.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.xs
成龙,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
成龙系列,http://106.53.212.251/daili/yy.php?id=1354888751
吴孟达,http://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
李连杰,http://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
沈腾,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
那些年,http://mmitv.top/pltv/yy.php?id=1351417866
周星驰经典,http://mmitv.top/pltv/yy.php?id=1353881242
明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
东方影剧,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8#http://112.25.48.70/live/program/live/dsjpdhd/4000000/mnf.m3u8#http://112.25.48.70/live/program/live/dsjpdhd/4000000/mnf.m3u8
东北热剧,http://39.134.115.163:8080/PLTV/88888910/224/3221226202/index.m3u8
林正英,http://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
林正英全集,http://mmitv.top/pltv/yy.php?id=1353685311
林正英僵尸鬼片,http://mmitv.top/pltv/yy.php?id=34229877#http://mmitv.top/pltv/yy.php?id=34229877
武侠经典电影,http://mmitv.top/pltv/yy.php?id=1353587611
金庸武侠系列,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
洪金宝,http://txtest-xp2p.p2p.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.xs
英叔全集经典鬼片,http://mmitv.top/pltv/yy.php?id=1354869861
英叔全集电影,http://mmitv.top/pltv/yy.php?id=1353685311
重案六组,http://mmitv.top/pltv/yy.php?id=33567888
香港女神系列,http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs
香港黑帮,http://txtest-xp2p.p2p.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.xs
香港搞笑鬼片,http://mmitv.top/pltv/yy.php?id=1352227227
神探狄仁杰,http://mmitv.top/pltv/yy.php?id=38338029
神雕侠侣倚天屠?,http://mmitv.top/pltv/yy.php?id=1351762426
高清蓝光亮剑,http://mmitv.top/pltv/yy.php?id=1353392400
动作大片,http://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
动画片莽荒纪,http://mmitv.top/pltv/yy.php?id=1354930977
国产玄幻,http://mmitv.top/pltv/yy.php?id=1354143978
康熙微服私访?,http://mmitv.top/pltv/yy.php?id=1352811698
电视欧美电影,http://mmitv.top/pltv/yy.php?id=24923327
鹿鼎记高清经典,http://mmitv.top/pltv/yy.php?id=28265277
喜剧系列,http://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
港片鬼片500部,http://mmitv.top/pltv/yy.php?id=1353059120
咏春系列,http://txtest-xp2p.p2p.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.xs
超电视影-2,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
隋唐英雄,http://mmitv.top/pltv/yy.php?id=1352475619
黄渤,http://txtest-xp2p.p2p.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.xs
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225769/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225769/index.m3u8
黑帮系列,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.xs
搞笑鬼片,http://txtest-xp2p.p2p.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.xs
电视剧,http://mmitv.top/pltv/yy.php?id=1453059740#http://mmitv.top/pltv/yy.php?id=29216766#http://mmitv.top/pltv/yy.php?id=29216766
电视剧神探狄仁杰,http://mmitv.top/pltv/yy.php?id=38338029
电影,http://mmitv.top/pltv/yy.php?id=26623173
电影超好看,http://mmitv.top/pltv/yy.php?id=29460894
电影超然巨作,http://mmitv.top/pltv/yy.php?id=26623173
甄子丹,http://txtest-xp2p.p2p.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.xs
精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
刘家辉,http://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs
刘德华,http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
欧美电影,http://mmitv.top/pltv/yy.php?id=24923327
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
警匪系列,http://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
斗鱼电影1,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=1e13736e310b08b4eb6a2625b9b32783&token=cpn-androidmpro-0-3637778-8c089871434b934459737bc6fd0a842d548add5cda61de0a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv3/3637726rQLDdfto7.flv?wsAuth=c7d499221ea3ef71a12ecb7971a1bc2a&token=cpn-androidmpro-0-3637726-a97a3241d761383480d5a3392c632a2bc0fdcd467df8ead3&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3


ChiSheng9,#genre#
[台視新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
[鏡新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
[TVBS新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
[三立iNews],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
[三立iNews],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
[東森新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
[中天新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
[中視新聞],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
[華視],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
[華視新聞資訊],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
[中天亞洲],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV13.m3u8
[公視台語台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV15.m3u8
[民視台灣台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
[公視],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV21.m3u8
[鳳凰資訊],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
[華視],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
[東森YOYO],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
[MOMO親子台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV64.m3u8
[卡通台1],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
[卡通台2],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
[DAVE卡通],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
[卡通台3],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV68.m3u8
[卡通台4],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV69.m3u8
[大愛],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV30.m3u8
[大愛2台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV47.m3u8
[大愛3台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV48.m3u8
[東森購物1],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
[東森購物2],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV19.m3u8
[MOMO購物1],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
[MOMO購物2],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
[VIVA購物台1],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV54.m3u8
[VIVA購物台2],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV55.m3u8
[信吉電視台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV58.m3u8
[EF運通],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV06.m3u8
[信大],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
[SKY NEWS],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV10.m3u8
[DW],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
[Euro News],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV37.m3u8
[France News],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV38.m3u8
[NBC news],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
[鳳凰衛視],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8
[Bloomberg],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV44.m3u8
[新唐人亞太],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV23.m3u8
[NASA1],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV24.m3u8
[CCTV4中文國際],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV20.m3u8
[伊朗電視台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV50.m3u8
[佛教電視台],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV51.m3u8
[Media Corp],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
[CNA USA],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV52.m3u8
[HTB Japan],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV53.m3u8
[ALJAZEERA],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV59.m3u8
[KBS Korea],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV61.m3u8
